,acc,auc,loss,val_acc,val_auc,val_loss,learning_rate
22,0.9080324172973633,0.9943630695343018,0.28347501158714294,0.9966601729393005,0.9998803734779358,0.049911417067050934,0.0024999999441206455
23,0.9103554487228394,0.9944149851799011,0.2790480852127075,0.9981099367141724,0.9998953938484192,0.040585778653621674,0.0024999999441206455
24,0.9110081791877747,0.9945010542869568,0.27805012464523315,0.991229772567749,0.9991554021835327,0.07112734764814377,0.0024999999441206455
25,0.9112155437469482,0.9944677948951721,0.2764107882976532,0.9974198937416077,0.9998781085014343,0.05544585734605789,0.0024999999441206455
26,0.9106006622314453,0.9944871068000793,0.2774459421634674,0.983100175857544,0.9983950853347778,0.09411056339740753,0.0024999999441206455
27,0.912119448184967,0.9945390224456787,0.27440372109413147,0.9983198046684265,0.9999165534973145,0.040522947907447815,0.0024999999441206455
28,0.9119947552680969,0.9946801066398621,0.27298209071159363,0.9839593768119812,0.9980353713035583,0.09488754719495773,0.0024999999441206455
29,0.9120621085166931,0.994661808013916,0.27271246910095215,0.996679961681366,0.9997842311859131,0.04952140897512436,0.0024999999441206455
30,0.9142829179763794,0.9947996735572815,0.26672863960266113,0.9982798099517822,0.9999314546585083,0.03928705304861069,0.0012499999720603228
31,0.9139448404312134,0.9947989583015442,0.26772621273994446,0.998339831829071,0.9999071955680847,0.035616569221019745,0.0012499999720603228
32,0.9140698313713074,0.9947903156280518,0.2671492099761963,0.9979098439216614,0.9998354315757751,0.034093260765075684,0.0012499999720603228
33,0.9139572978019714,0.9948083758354187,0.26647713780403137,0.9987398386001587,0.9999217987060547,0.03292505070567131,0.0012499999720603228
34,0.9141075015068054,0.9947386980056763,0.26743486523628235,0.9980996251106262,0.9998911619186401,0.04094767943024635,0.0012499999720603228
35,0.914975106716156,0.9948191046714783,0.26636093854904175,0.998309850692749,0.9998973608016968,0.03845967352390289,0.0012499999720603228
36,0.9145829081535339,0.9947739243507385,0.26646876335144043,0.9983499050140381,0.9999121427536011,0.037420663982629776,0.0012499999720603228
37,0.9146859645843506,0.9948254227638245,0.26584357023239136,0.9986599683761597,0.9999251365661621,0.03701332211494446,0.0012499999720603228
38,0.9145050048828125,0.9949010610580444,0.26470324397087097,0.9984297752380371,0.9999096393585205,0.03433733806014061,0.0012499999720603228
39,0.9152526259422302,0.9947901964187622,0.26455456018447876,0.9987398386001587,0.9999077320098877,0.03592373803257942,0.0012499999720603228
40,0.9157153367996216,0.9949053525924683,0.26310816407203674,0.9987899661064148,0.9999240040779114,0.033750228583812714,0.0006249999860301614
41,0.916495144367218,0.9950414896011353,0.26037561893463135,0.9985596537590027,0.9999203085899353,0.034858960658311844,0.0006249999860301614
42,0.9160847663879395,0.9949064254760742,0.2613639831542969,0.9986299872398376,0.9999121427536011,0.03747233748435974,0.0006249999860301614
43,0.9157149195671082,0.9949983954429626,0.2604985237121582,0.9986997842788696,0.9999136924743652,0.03417959064245224,0.0006249999860301614
